Customer ID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,RFM_Label,Segment_RuleBased,Cluster,Segment
13400,17,35,604.41,4,4,5,13,445,Champions,3,Champions
13401,19,27,288.72,4,1,2,7,412,New Customers,2,Lost
13402,50,38,425.0,2,5,4,11,254,Cannot Lose Them,3,Champions
13403,85,27,281.5,1,1,2,4,112,Lost,2,Lost
13404,38,22,303.39,3,1,2,6,312,Promising,2,Lost
13405,6,41,457.71000000000004,5,5,4,14,554,Champions,0,Loyal Customers
13406,62,30,269.67,1,2,2,5,122,Lost,1,At Risk
13407,64,31,295.85,1,2,2,5,122,Lost,1,At Risk
13408,13,29,405.46,5,2,4,11,524,New Customers,0,Loyal Customers
13409,26,29,368.64,4,2,3,9,423,New Customers,1,At Risk
13410,48,27,230.34,2,1,1,4,211,Lost,2,Lost
13411,42,23,166.85999999999999,2,1,1,4,211,Lost,2,Lost
13412,47,39,314.54,2,5,2,9,252,Hibernating,1,At Risk
13413,39,41,548.7,3,5,5,13,355,Loyal Customers,3,Champions
13414,43,21,219.19,2,1,1,4,211,Lost,2,Lost
13415,12,30,242.06,5,2,1,8,521,New Customers,0,Loyal Customers
13416,20,26,303.64,4,1,2,7,412,New Customers,2,Lost
13417,4,35,505.76,5,4,5,14,545,Champions,0,Loyal Customers
13418,32,31,334.43,3,2,3,8,323,Potential Loyalists,1,At Risk
13419,21,22,266.5,4,1,2,7,412,New Customers,2,Lost
13420,28,34,263.01,3,3,2,8,332,Potential Loyalists,1,At Risk
13421,8,38,499.52,5,5,5,15,555,Champions,0,Loyal Customers
13422,71,25,235.63,1,1,1,3,111,Lost,2,Lost
13423,18,31,347.11,4,2,3,9,423,New Customers,0,Loyal Customers
13424,16,33,283.08,5,3,2,10,532,Potential Loyalists,0,Loyal Customers
13425,93,31,357.95,1,2,3,6,123,Hibernating,1,At Risk
13426,40,38,485.49,2,5,5,12,255,Cannot Lose Them,3,Champions
13427,68,31,421.55,1,2,4,7,124,Hibernating,1,At Risk
13428,21,30,354.93,4,2,3,9,423,New Customers,1,At Risk
13429,48,53,522.24,2,5,5,12,255,Cannot Lose Them,3,Champions
13430,30,31,221.51999999999998,3,2,1,6,321,Promising,2,Lost
13431,10,32,351.82,5,3,3,11,533,Loyal Customers,0,Loyal Customers
13432,38,41,627.77,3,5,5,13,355,Loyal Customers,3,Champions
13433,10,28,452.61,5,1,4,10,514,New Customers,0,Loyal Customers
13434,51,35,608.39,2,4,5,11,245,Cannot Lose Them,3,Champions
13435,6,43,547.44,5,5,5,15,555,Champions,0,Loyal Customers
13436,6,36,324.97,5,4,3,12,543,Loyal Customers,0,Loyal Customers
13437,32,44,717.61,3,5,5,13,355,Loyal Customers,3,Champions
13438,59,36,365.61,1,4,3,8,143,At Risk,1,At Risk
13439,8,35,400.79,5,4,4,13,544,Champions,0,Loyal Customers
13440,4,35,521.02,5,4,5,14,545,Champions,0,Loyal Customers
13441,11,29,402.71,5,2,4,11,524,New Customers,0,Loyal Customers
13442,23,33,248.73,4,3,1,8,431,Hibernating,1,At Risk
13443,57,27,185.21,1,1,1,3,111,Lost,2,Lost
13444,52,34,211.07,2,3,1,6,231,Hibernating,1,At Risk
13445,76,29,407.28999999999996,1,2,4,7,124,Hibernating,1,At Risk
13446,23,35,399.6,4,4,4,12,444,Champions,3,Champions
13447,12,22,195.10000000000002,5,1,1,7,511,New Customers,2,Lost
13448,43,28,339.83,2,1,3,6,213,Hibernating,1,At Risk
13449,11,37,487.9,5,4,5,14,545,Champions,0,Loyal Customers
13450,33,32,517.58,3,3,5,11,335,Loyal Customers,3,Champions
13451,84,34,483.33,1,3,5,9,135,At Risk,1,At Risk
13452,41,26,212.28,2,1,1,4,211,Lost,2,Lost
13453,17,30,348.08,4,2,3,9,423,New Customers,0,Loyal Customers
13454,35,33,753.3299999999999,3,3,5,11,335,Loyal Customers,3,Champions
13455,13,28,303.87,5,1,2,8,512,New Customers,0,Loyal Customers
13456,53,34,582.9,2,3,5,10,235,At Risk,3,Champions
13457,62,29,265.9,1,2,2,5,122,Lost,1,At Risk
13458,2,32,581.6,5,3,5,13,535,Loyal Customers,0,Loyal Customers
13459,25,31,276.19,4,2,2,8,422,New Customers,1,At Risk
13460,28,43,415.01,3,5,4,12,354,Loyal Customers,3,Champions
13461,41,24,190.39000000000001,2,1,1,4,211,Lost,2,Lost
13462,36,33,384.28,3,3,4,10,334,Loyal Customers,1,At Risk
13463,8,32,245.99,5,3,1,9,531,Hibernating,0,Loyal Customers
13464,44,38,298.19,2,5,2,9,252,Hibernating,1,At Risk
13465,30,37,420.90999999999997,3,4,4,11,344,Loyal Customers,3,Champions
13466,50,28,302.82,2,1,2,5,212,Lost,1,At Risk
13467,23,38,492.89000000000004,4,5,5,14,455,Champions,3,Champions
13468,38,30,369.76,3,2,3,8,323,Potential Loyalists,1,At Risk
13469,53,28,426.62,2,1,4,7,214,Hibernating,1,At Risk
13470,48,34,474.34,2,3,5,10,235,At Risk,3,Champions
13471,12,28,262.7,5,1,2,8,512,New Customers,0,Loyal Customers
13472,33,37,471.65,3,4,5,12,345,Loyal Customers,3,Champions
13473,60,41,396.26,1,5,4,10,154,Cannot Lose Them,3,Champions
13474,5,35,586.44,5,4,5,14,545,Champions,0,Loyal Customers
13475,40,34,235.33,2,3,1,6,231,Hibernating,1,At Risk
13476,36,40,571.4399999999999,3,5,5,13,355,Loyal Customers,3,Champions
13477,42,32,477.69,2,3,5,10,235,At Risk,1,At Risk
13478,36,41,358.41,3,5,3,11,353,Loyal Customers,3,Champions
13479,57,23,230.73,1,1,1,3,111,Lost,2,Lost
13480,18,37,240.88,4,4,1,9,441,Hibernating,0,Loyal Customers
13481,61,40,369.42,1,5,3,9,153,At Risk,3,Champions
13482,20,27,447.64,4,1,4,9,414,New Customers,1,At Risk
13483,39,28,339.83,3,1,3,7,313,Promising,1,At Risk
13484,44,24,205.0,2,1,1,4,211,Lost,2,Lost
13485,4,37,322.5,5,4,3,12,543,Loyal Customers,0,Loyal Customers
13486,14,34,373.96,5,3,3,11,533,Loyal Customers,0,Loyal Customers
13487,36,38,640.72,3,5,5,13,355,Loyal Customers,3,Champions
13488,39,27,273.83,3,1,2,6,312,Promising,2,Lost
13489,27,34,444.55,4,3,4,11,434,Loyal Customers,3,Champions
13490,21,28,163.97,4,1,1,6,411,New Customers,2,Lost
13491,8,36,348.96,5,4,3,12,543,Loyal Customers,0,Loyal Customers
13492,98,33,420.58,1,3,4,8,134,At Risk,1,At Risk
13493,15,52,508.09,5,5,5,15,555,Champions,3,Champions
13494,32,30,576.82,3,2,5,10,325,Potential Loyalists,3,Champions
13495,42,22,225.32,2,1,1,4,211,Lost,2,Lost
13496,17,31,242.91,4,2,1,7,421,New Customers,0,Loyal Customers
13497,66,32,328.21,1,3,3,7,133,At Risk,1,At Risk
13498,28,31,396.97999999999996,3,2,4,9,324,Potential Loyalists,1,At Risk
13499,46,32,348.89,2,3,3,8,233,At Risk,1,At Risk
13500,139,23,153.22,1,1,1,3,111,Lost,2,Lost
13501,18,34,331.47,4,3,3,10,433,Loyal Customers,0,Loyal Customers
13502,31,31,292.88,3,2,2,7,322,Potential Loyalists,1,At Risk
13503,62,27,201.95,1,1,1,3,111,Lost,2,Lost
13504,32,30,282.59000000000003,3,2,2,7,322,Potential Loyalists,1,At Risk
13505,22,38,205.96,4,5,1,10,451,Hibernating,0,Loyal Customers
13506,25,34,321.54,4,3,3,10,433,Loyal Customers,1,At Risk
13507,6,40,258.85,5,5,1,11,551,Hibernating,0,Loyal Customers
13508,12,24,247.57999999999998,5,1,1,7,511,New Customers,2,Lost
13509,21,31,220.77,4,2,1,7,421,New Customers,2,Lost
13510,44,35,265.5,2,4,2,8,242,Hibernating,1,At Risk
13511,74,38,267.32,1,5,2,8,152,Hibernating,1,At Risk
13512,14,30,210.01,5,2,1,8,521,New Customers,2,Lost
13513,18,34,439.48,4,3,4,11,434,Loyal Customers,0,Loyal Customers
13514,54,33,402.56,2,3,4,9,234,At Risk,1,At Risk
13515,43,33,301.44,2,3,2,7,232,Hibernating,1,At Risk
13516,5,32,414.54,5,3,4,12,534,Loyal Customers,0,Loyal Customers
13517,10,37,335.82,5,4,3,12,543,Loyal Customers,0,Loyal Customers
13518,76,25,149.35,1,1,1,3,111,Lost,2,Lost
13519,25,39,323.81,4,5,3,12,453,Loyal Customers,3,Champions
13520,27,33,405.79,4,3,4,11,434,Loyal Customers,1,At Risk
13521,28,38,574.88,3,5,5,13,355,Loyal Customers,3,Champions
13522,13,30,424.09000000000003,5,2,4,11,524,New Customers,0,Loyal Customers
13523,84,36,454.71,1,4,4,9,144,Cannot Lose Them,1,At Risk
13524,25,33,252.49,4,3,1,8,431,Hibernating,1,At Risk
13525,32,29,288.59000000000003,3,2,2,7,322,Potential Loyalists,1,At Risk
13526,49,32,450.19,2,3,4,9,234,At Risk,1,At Risk
13527,5,38,481.76,5,5,5,15,555,Champions,0,Loyal Customers
13528,26,29,268.41,4,2,2,8,422,New Customers,2,Lost
13529,4,39,259.16,5,5,1,11,551,Hibernating,0,Loyal Customers
13530,29,24,341.57,3,1,3,7,313,Promising,2,Lost
13531,34,48,510.11,3,5,5,13,355,Loyal Customers,3,Champions
13532,32,29,220.67000000000002,3,2,1,6,321,Promising,2,Lost
13533,39,29,209.07,3,2,1,6,321,Promising,2,Lost
13534,52,37,487.78,2,4,5,11,245,Cannot Lose Them,3,Champions
13535,10,36,328.26,5,4,3,12,543,Loyal Customers,0,Loyal Customers
13536,8,31,327.36,5,2,3,10,523,New Customers,0,Loyal Customers
13537,116,29,347.49,1,2,3,6,123,Hibernating,1,At Risk
13538,13,24,219.0,5,1,1,7,511,New Customers,2,Lost
13539,48,34,203.3,2,3,1,6,231,Hibernating,1,At Risk
13540,41,29,183.38,2,2,1,5,221,Lost,2,Lost
13541,3,33,327.99,5,3,3,11,533,Loyal Customers,0,Loyal Customers
13542,3,34,388.21,5,3,4,12,534,Loyal Customers,0,Loyal Customers
13543,29,38,502.49,3,5,5,13,355,Loyal Customers,3,Champions
13544,13,35,485.85,5,4,5,14,545,Champions,0,Loyal Customers
13545,113,29,344.33,1,2,3,6,123,Hibernating,1,At Risk
13546,31,29,362.63,3,2,3,8,323,Potential Loyalists,1,At Risk
13547,35,33,427.62,3,3,4,10,334,Loyal Customers,1,At Risk
13548,26,39,308.5,4,5,2,11,452,Potential Loyalists,3,Champions
13549,7,36,296.06,5,4,2,11,542,Potential Loyalists,0,Loyal Customers
13550,7,44,388.82,5,5,4,14,554,Champions,0,Loyal Customers
13551,22,32,411.28000000000003,4,3,4,11,434,Loyal Customers,1,At Risk
13552,93,31,310.86,1,2,2,5,122,Lost,1,At Risk
13553,24,28,189.64,4,1,1,6,411,New Customers,2,Lost
13554,25,36,311.13,4,4,2,10,442,Potential Loyalists,1,At Risk
13555,35,38,351.42,3,5,3,11,353,Loyal Customers,3,Champions
13556,25,31,285.05,4,2,2,8,422,New Customers,1,At Risk
13557,7,32,305.67,5,3,2,10,532,Potential Loyalists,0,Loyal Customers
13558,79,35,509.09,1,4,5,10,145,Cannot Lose Them,3,Champions
13559,61,35,359.22,1,4,3,8,143,At Risk,1,At Risk
13560,15,40,489.82000000000005,5,5,5,15,555,Champions,3,Champions
13561,17,36,168.12,4,4,1,9,441,Hibernating,2,Lost
13562,36,33,313.39,3,3,2,8,332,Potential Loyalists,1,At Risk
13563,27,31,615.7,4,2,5,11,425,New Customers,3,Champions
13564,44,40,348.92,2,5,3,10,253,At Risk,3,Champions
13565,20,43,606.24,4,5,5,14,455,Champions,3,Champions
13566,13,35,417.64,5,4,4,13,544,Champions,0,Loyal Customers
13567,10,39,475.94,5,5,5,15,555,Champions,0,Loyal Customers
13568,13,29,274.29,5,2,2,9,522,New Customers,0,Loyal Customers
13569,8,34,414.71999999999997,5,3,4,12,534,Loyal Customers,0,Loyal Customers
13570,11,43,312.2,5,5,2,12,552,Potential Loyalists,0,Loyal Customers
13571,33,33,289.32,3,3,2,8,332,Potential Loyalists,1,At Risk
13572,32,38,469.27,3,5,5,13,355,Loyal Customers,3,Champions
13573,4,35,319.3,5,4,2,11,542,Potential Loyalists,0,Loyal Customers
13574,31,44,341.8,3,5,3,11,353,Loyal Customers,3,Champions
13575,54,26,233.9,2,1,1,4,211,Lost,2,Lost
13576,27,32,395.8,4,3,4,11,434,Loyal Customers,1,At Risk
13577,10,30,369.84,5,2,3,10,523,New Customers,0,Loyal Customers
13578,76,34,292.09000000000003,1,3,2,6,132,Hibernating,1,At Risk
13579,2,46,412.44,5,5,4,14,554,Champions,0,Loyal Customers
13580,43,25,374.44,2,1,3,6,213,Hibernating,1,At Risk
13581,45,34,443.39,2,3,4,9,234,At Risk,1,At Risk
13582,26,27,303.3,4,1,2,7,412,New Customers,2,Lost
13583,28,35,296.68,3,4,2,9,342,Potential Loyalists,1,At Risk
13584,62,26,297.02,1,1,2,4,112,Lost,2,Lost
13585,52,43,526.16,2,5,5,12,255,Cannot Lose Them,3,Champions
13586,26,40,409.39,4,5,4,13,454,Champions,3,Champions
13587,51,46,331.58,2,5,3,10,253,At Risk,3,Champions
13588,105,26,359.48,1,1,3,5,113,Hibernating,1,At Risk
13589,82,27,419.98999999999995,1,1,4,6,114,Hibernating,1,At Risk
13590,17,32,411.32,4,3,4,11,434,Loyal Customers,0,Loyal Customers
13591,26,34,454.71999999999997,4,3,4,11,434,Loyal Customers,3,Champions
13592,29,43,378.91,3,5,3,11,353,Loyal Customers,3,Champions
13593,11,36,652.56,5,4,5,14,545,Champions,3,Champions
13594,57,26,370.45,1,1,3,5,113,Hibernating,1,At Risk
13595,35,35,376.45,3,4,3,10,343,Loyal Customers,1,At Risk
13596,13,38,345.6,5,5,3,13,553,Loyal Customers,0,Loyal Customers
13597,17,41,449.15000000000003,4,5,4,13,454,Champions,3,Champions
13598,3,27,273.36,5,1,2,8,512,New Customers,0,Loyal Customers
13599,14,31,509.78,5,2,5,12,525,New Customers,0,Loyal Customers
13600,61,29,299.42,1,2,2,5,122,Lost,1,At Risk
13601,19,37,498.43,4,4,5,13,445,Champions,3,Champions
13602,13,21,301.53999999999996,5,1,2,8,512,New Customers,2,Lost
13603,53,38,491.53,2,5,5,12,255,Cannot Lose Them,3,Champions
13604,103,31,226.35,1,2,1,4,121,Lost,1,At Risk
13605,16,28,212.47,5,1,1,7,511,New Customers,2,Lost
13606,44,24,296.34,2,1,2,5,212,Lost,2,Lost
13607,40,29,342.77,2,2,3,7,223,Hibernating,1,At Risk
13608,44,36,392.34,2,4,4,10,244,Cannot Lose Them,1,At Risk
13609,10,39,486.66,5,5,5,15,555,Champions,0,Loyal Customers
13610,24,26,165.21,4,1,1,6,411,New Customers,2,Lost
13611,14,42,259.92,5,5,2,12,552,Potential Loyalists,0,Loyal Customers
13612,20,36,530.9499999999999,4,4,5,13,445,Champions,3,Champions
13613,35,31,288.78000000000003,3,2,2,7,322,Potential Loyalists,1,At Risk
13614,67,29,269.87,1,2,2,5,122,Lost,1,At Risk
13615,63,32,366.16,1,3,3,7,133,At Risk,1,At Risk
13616,65,23,179.7,1,1,1,3,111,Lost,2,Lost
13617,42,32,448.35,2,3,4,9,234,At Risk,1,At Risk
13618,25,30,250.85,4,2,1,7,421,New Customers,2,Lost
13619,14,28,198.65,5,1,1,7,511,New Customers,2,Lost
13620,11,30,407.43,5,2,4,11,524,New Customers,0,Loyal Customers
13621,73,33,224.72,1,3,1,5,131,Hibernating,1,At Risk
13622,25,46,575.9,4,5,5,14,455,Champions,3,Champions
13623,40,44,751.38,2,5,5,12,255,Cannot Lose Them,3,Champions
13624,17,28,225.53,4,1,1,6,411,New Customers,2,Lost
13625,57,40,406.3,1,5,4,10,154,Cannot Lose Them,3,Champions
13626,13,32,395.61,5,3,4,12,534,Loyal Customers,0,Loyal Customers
13627,36,36,297.14,3,4,2,9,342,Potential Loyalists,1,At Risk
13628,31,32,289.19,3,3,2,8,332,Potential Loyalists,1,At Risk
13629,13,47,313.23,5,5,2,12,552,Potential Loyalists,0,Loyal Customers
13630,74,32,370.86,1,3,3,7,133,At Risk,1,At Risk
13631,91,24,350.23,1,1,3,5,113,Hibernating,1,At Risk
13632,10,35,496.51000000000005,5,4,5,14,545,Champions,0,Loyal Customers
13633,42,29,285.15000000000003,2,2,2,6,222,Lost,1,At Risk
13634,44,30,229.87,2,2,1,5,221,Lost,2,Lost
13635,39,37,579.15,3,4,5,12,345,Loyal Customers,3,Champions
13636,31,35,561.64,3,4,5,12,345,Loyal Customers,3,Champions
13637,46,22,168.15,2,1,1,4,211,Lost,2,Lost
13638,60,25,344.48,1,1,3,5,113,Hibernating,1,At Risk
13639,26,28,488.90999999999997,4,1,5,10,415,New Customers,1,At Risk
13640,6,35,209.57,5,4,1,10,541,Hibernating,0,Loyal Customers
13641,8,37,348.58000000000004,5,4,3,12,543,Loyal Customers,0,Loyal Customers
13642,52,33,203.26999999999998,2,3,1,6,231,Hibernating,2,Lost
13643,41,24,214.31,2,1,1,4,211,Lost,2,Lost
13644,20,38,398.36,4,5,4,13,454,Champions,3,Champions
13645,65,32,361.31,1,3,3,7,133,At Risk,1,At Risk
13646,10,39,449.11999999999995,5,5,4,14,554,Champions,0,Loyal Customers
13647,51,32,379.6,2,3,3,8,233,At Risk,1,At Risk
13648,14,41,364.75,5,5,3,13,553,Loyal Customers,0,Loyal Customers
13649,21,29,375.59999999999997,4,2,3,9,423,New Customers,1,At Risk
13650,30,28,275.46,3,1,2,6,312,Promising,2,Lost
13651,64,38,324.06,1,5,3,9,153,At Risk,1,At Risk
13652,78,23,150.14,1,1,1,3,111,Lost,2,Lost
13653,3,32,486.63,5,3,5,13,535,Loyal Customers,0,Loyal Customers
13654,48,43,512.08,2,5,5,12,255,Cannot Lose Them,3,Champions
13655,15,23,207.98,5,1,1,7,511,New Customers,2,Lost
13656,64,32,352.61,1,3,3,7,133,At Risk,1,At Risk
13657,51,29,336.63,2,2,3,7,223,Hibernating,1,At Risk
13658,30,38,448.8,3,5,4,12,354,Loyal Customers,3,Champions
13659,18,32,259.33,4,3,1,8,431,Hibernating,0,Loyal Customers
13660,23,29,250.53,4,2,1,7,421,New Customers,2,Lost
13661,11,35,339.95,5,4,3,12,543,Loyal Customers,0,Loyal Customers
13662,21,29,324.14,4,2,3,9,423,New Customers,1,At Risk
13663,70,29,243.72,1,2,1,4,121,Lost,2,Lost
13664,25,35,411.51,4,4,4,12,444,Champions,3,Champions
13665,20,33,392.41999999999996,4,3,4,11,434,Loyal Customers,0,Loyal Customers
13666,26,27,472.26,4,1,5,10,415,New Customers,1,At Risk
13667,13,35,528.51,5,4,5,14,545,Champions,0,Loyal Customers
13668,17,38,661.13,4,5,5,14,455,Champions,3,Champions
13669,25,36,410.45,4,4,4,12,444,Champions,3,Champions
13670,68,33,444.25,1,3,4,8,134,At Risk,1,At Risk
13671,20,23,219.24,4,1,1,6,411,New Customers,2,Lost
13672,58,27,218.2,1,1,1,3,111,Lost,2,Lost
13673,80,31,276.18,1,2,2,5,122,Lost,1,At Risk
13674,12,37,413.81,5,4,4,13,544,Champions,0,Loyal Customers
13675,30,20,315.1,3,1,2,6,312,Promising,2,Lost
13676,57,33,429.51,1,3,4,8,134,At Risk,1,At Risk
13677,35,38,321.73,3,5,3,11,353,Loyal Customers,1,At Risk
13678,5,47,653.5,5,5,5,15,555,Champions,3,Champions
13679,18,30,385.02000000000004,4,2,4,10,424,New Customers,0,Loyal Customers
13680,6,44,355.08,5,5,3,13,553,Loyal Customers,0,Loyal Customers
13681,35,29,237.08,3,2,1,6,321,Promising,2,Lost
13682,61,35,401.73,1,4,4,9,144,Cannot Lose Them,1,At Risk
13683,60,40,407.11,1,5,4,10,154,Cannot Lose Them,3,Champions
13684,22,30,454.33000000000004,4,2,4,10,424,New Customers,1,At Risk
13685,11,42,245.57999999999998,5,5,1,11,551,Hibernating,0,Loyal Customers
13686,4,30,219.56,5,2,1,8,521,New Customers,0,Loyal Customers
13687,35,29,208.56,3,2,1,6,321,Promising,2,Lost
13688,17,32,310.52,4,3,2,9,432,Potential Loyalists,0,Loyal Customers
13689,63,35,462.96,1,4,4,9,144,Cannot Lose Them,1,At Risk
13690,35,38,256.06,3,5,1,9,351,Hibernating,1,At Risk
13691,18,25,319.40000000000003,4,1,2,7,412,New Customers,2,Lost
13692,42,35,374.24,2,4,3,9,243,At Risk,1,At Risk
13693,83,34,472.94,1,3,5,9,135,At Risk,1,At Risk
13694,32,48,792.63,3,5,5,13,355,Loyal Customers,3,Champions
13695,21,24,365.56,4,1,3,8,413,New Customers,2,Lost
13696,46,33,397.3,2,3,4,9,234,At Risk,1,At Risk
13697,18,35,353.90000000000003,4,4,3,11,443,Loyal Customers,0,Loyal Customers
13698,6,34,397.68,5,3,4,12,534,Loyal Customers,0,Loyal Customers
13699,22,33,265.95,4,3,2,9,432,Potential Loyalists,1,At Risk
13700,42,33,395.21000000000004,2,3,4,9,234,At Risk,1,At Risk
13701,3,35,431.2,5,4,4,13,544,Champions,0,Loyal Customers
13702,70,37,465.31,1,4,4,9,144,Cannot Lose Them,3,Champions
13703,6,38,298.57,5,5,2,12,552,Potential Loyalists,0,Loyal Customers
13704,13,38,377.86,5,5,3,13,553,Loyal Customers,0,Loyal Customers
13705,76,29,358.81,1,2,3,6,123,Hibernating,1,At Risk
13706,44,39,526.75,2,5,5,12,255,Cannot Lose Them,3,Champions
13707,70,40,323.38,1,5,3,9,153,At Risk,1,At Risk
13708,22,28,438.01,4,1,4,9,414,New Customers,1,At Risk
13709,68,32,336.55,1,3,3,7,133,At Risk,1,At Risk
13710,18,32,249.04,4,3,1,8,431,Hibernating,0,Loyal Customers
13711,48,40,651.7099999999999,2,5,5,12,255,Cannot Lose Them,3,Champions
13712,72,31,333.69,1,2,3,6,123,Hibernating,1,At Risk
13713,89,26,209.39,1,1,1,3,111,Lost,2,Lost
13714,27,30,497.26,4,2,5,11,425,New Customers,1,At Risk
13715,68,40,526.34,1,5,5,11,155,Cannot Lose Them,3,Champions
13716,46,33,381.83000000000004,2,3,3,8,233,At Risk,1,At Risk
13717,35,42,424.22,3,5,4,12,354,Loyal Customers,3,Champions
13718,39,35,384.06,3,4,4,11,344,Loyal Customers,1,At Risk
13719,22,35,295.86,4,4,2,10,442,Potential Loyalists,0,Loyal Customers
13720,11,30,195.81,5,2,1,8,521,New Customers,2,Lost
13721,18,33,342.63,4,3,3,10,433,Loyal Customers,0,Loyal Customers
13722,12,30,223.15,5,2,1,8,521,New Customers,0,Loyal Customers
13723,15,38,264.25,5,5,2,12,552,Potential Loyalists,0,Loyal Customers
13724,59,26,592.97,1,1,5,7,115,Hibernating,1,At Risk
13725,4,29,236.75,5,2,1,8,521,New Customers,0,Loyal Customers
13726,25,29,273.48,4,2,2,8,422,New Customers,2,Lost
13727,25,39,459.77,4,5,4,13,454,Champions,3,Champions
13728,63,27,416.6,1,1,4,6,114,Hibernating,1,At Risk
13729,81,27,295.75,1,1,2,4,112,Lost,1,At Risk
13730,48,32,435.08,2,3,4,9,234,At Risk,1,At Risk
13731,36,29,181.34,3,2,1,6,321,Promising,2,Lost
13732,22,31,352.23,4,2,3,9,423,New Customers,1,At Risk
13733,32,35,585.64,3,4,5,12,345,Loyal Customers,3,Champions
13734,33,36,467.7,3,4,5,12,345,Loyal Customers,3,Champions
13735,18,35,476.7,4,4,5,13,445,Champions,3,Champions
13736,15,39,326.39,5,5,3,13,553,Loyal Customers,0,Loyal Customers
13737,64,28,299.78,1,1,2,4,112,Lost,1,At Risk
13738,40,36,545.3,2,4,5,11,245,Cannot Lose Them,3,Champions
13739,113,28,288.6,1,1,2,4,112,Lost,1,At Risk
13740,18,41,381.51,4,5,3,12,453,Loyal Customers,3,Champions
13741,35,32,748.12,3,3,5,11,335,Loyal Customers,3,Champions
13742,59,24,323.88,1,1,3,5,113,Hibernating,2,Lost
13743,29,32,591.36,3,3,5,11,335,Loyal Customers,3,Champions
13744,23,29,237.4,4,2,1,7,421,New Customers,2,Lost
13745,96,25,396.51,1,1,4,6,114,Hibernating,1,At Risk
13746,10,27,248.9,5,1,1,7,511,New Customers,0,Loyal Customers
13747,99,41,537.41,1,5,5,11,155,Cannot Lose Them,3,Champions
13748,54,31,201.7,2,2,1,5,221,Lost,2,Lost
13749,25,36,295.25,4,4,2,10,442,Potential Loyalists,1,At Risk
13750,6,34,403.72,5,3,4,12,534,Loyal Customers,0,Loyal Customers
13751,19,26,176.62,4,1,1,6,411,New Customers,2,Lost
13752,19,47,488.21999999999997,4,5,5,14,455,Champions,3,Champions
13753,30,37,378.55,3,4,3,10,343,Loyal Customers,3,Champions
13754,25,30,472.25,4,2,5,11,425,New Customers,1,At Risk
13755,45,47,508.71999999999997,2,5,5,12,255,Cannot Lose Them,3,Champions
13756,89,29,554.88,1,2,5,8,125,Hibernating,1,At Risk
13757,6,28,722.3100000000001,5,1,5,11,515,New Customers,0,Loyal Customers
13758,45,34,478.71,2,3,5,10,235,At Risk,3,Champions
13759,60,37,705.15,1,4,5,10,145,Cannot Lose Them,3,Champions
13760,21,28,223.38,4,1,1,6,411,New Customers,2,Lost
13761,72,35,370.2,1,4,3,8,143,At Risk,1,At Risk
13762,94,32,228.01,1,3,1,5,131,Hibernating,1,At Risk
13763,50,30,272.89,2,2,2,6,222,Lost,1,At Risk
13764,11,25,337.63,5,1,3,9,513,New Customers,0,Loyal Customers
13765,25,40,431.71999999999997,4,5,4,13,454,Champions,3,Champions
13766,45,36,541.68,2,4,5,11,245,Cannot Lose Them,3,Champions
13767,69,36,216.89,1,4,1,6,141,Hibernating,1,At Risk
13768,45,42,408.19,2,5,4,11,254,Cannot Lose Them,3,Champions
13769,26,35,224.28,4,4,1,9,441,Hibernating,1,At Risk
13770,16,40,463.02,5,5,4,14,554,Champions,3,Champions
13771,27,34,443.77,4,3,4,11,434,Loyal Customers,3,Champions
13772,36,34,326.69,3,3,3,9,333,Loyal Customers,1,At Risk
13773,53,28,263.13,2,1,2,5,212,Lost,2,Lost
13774,13,39,589.96,5,5,5,15,555,Champions,3,Champions
13775,13,29,216.37,5,2,1,8,521,New Customers,2,Lost
13776,30,37,278.39,3,4,2,9,342,Potential Loyalists,1,At Risk
13777,24,31,505.85,4,2,5,11,425,New Customers,3,Champions
13778,24,43,475.55,4,5,5,14,455,Champions,3,Champions
13779,62,27,294.86,1,1,2,4,112,Lost,2,Lost
13780,73,36,349.71,1,4,3,8,143,At Risk,1,At Risk
13781,21,42,489.58,4,5,5,14,455,Champions,3,Champions
13782,38,20,259.82,3,1,2,6,312,Promising,2,Lost
13783,42,38,364.49,2,5,3,10,253,At Risk,3,Champions
13784,17,43,411.78000000000003,4,5,4,13,454,Champions,3,Champions
13785,69,46,315.85,1,5,2,8,152,Hibernating,3,Champions
13786,69,31,334.62,1,2,3,6,123,Hibernating,1,At Risk
13787,13,23,162.05,5,1,1,7,511,New Customers,2,Lost
13788,48,33,368.83,2,3,3,8,233,At Risk,1,At Risk
13789,69,33,372.42,1,3,3,7,133,At Risk,1,At Risk
13790,9,27,364.43,5,1,3,9,513,New Customers,0,Loyal Customers
13791,39,31,529.15,3,2,5,10,325,Potential Loyalists,1,At Risk
13792,23,38,420.89,4,5,4,13,454,Champions,3,Champions
13793,43,40,480.26,2,5,5,12,255,Cannot Lose Them,3,Champions
13794,100,31,189.32999999999998,1,2,1,4,121,Lost,2,Lost
13795,61,38,471.33,1,5,5,11,155,Cannot Lose Them,3,Champions
13796,35,28,309.01,3,1,2,6,312,Promising,1,At Risk
13797,20,32,300.69,4,3,2,9,432,Potential Loyalists,0,Loyal Customers
13798,14,37,602.94,5,4,5,14,545,Champions,3,Champions
